iter	MultiClass
871	0.1269352938
872	0.1269120427
873	0.12687517
874	0.1268352816
875	0.1268007668
876	0.1267422987
877	0.1266875548
878	0.1265922994
879	0.1265760182
880	0.1265409768
881	0.1265172901
882	0.1264685336
883	0.1264259199
884	0.1264191674
885	0.1264005404
886	0.1263624011
887	0.1263359123
888	0.1262471494
889	0.1262321109
890	0.126166263
891	0.1261454865
892	0.1261235151
893	0.1261167357
894	0.1261101579
895	0.1260791615
896	0.1260530362
897	0.1260014231
898	0.1259863547
899	0.1259758193
900	0.1259385866
901	0.1259131778
902	0.1259039179
903	0.1258650097
904	0.1257956561
905	0.1257754561
906	0.1257506284
907	0.1257396694
908	0.1257211936
909	0.1256703778
910	0.1256593277
911	0.125635776
912	0.12562394
913	0.1255662029
914	0.1255404363
915	0.1254703376
916	0.1254447151
917	0.1254106173
918	0.125294556
919	0.1252556014
920	0.125237037
921	0.1252185858
922	0.125204857
923	0.1251739084
924	0.1251695034
925	0.1251403298
926	0.125115295
927	0.1250975757
928	0.1250387714
929	0.1250273979
930	0.125010669
931	0.1249994738
932	0.1249736633
933	0.1249208775
934	0.1248419788
935	0.1247876264
936	0.1247659366
937	0.1247481624
938	0.1247294236
939	0.1247110612
940	0.124674237
941	0.1246349591
942	0.1245896917
943	0.1245621526
944	0.124532916
945	0.1245195598
946	0.1245028232
947	0.124495031
948	0.1244761421
949	0.1244426436
950	0.1244316595
951	0.1244086085
952	0.1243951564
953	0.1243492669
954	0.1243251214
955	0.1242967135
956	0.1242896768
957	0.1242778828
958	0.1242579369
959	0.1242396968
960	0.1242186217
961	0.124212974
962	0.1242062068
963	0.1241812923
964	0.1241558832
965	0.124125505
966	0.1241047159
967	0.1240407615
968	0.1239962293
969	0.1239726054
970	0.1239114894
971	0.1238915272
972	0.1238450022
973	0.1238051107
974	0.1237869654
975	0.1237526063
976	0.1237345428
977	0.123673767
978	0.1236570759
979	0.1236259654
980	0.1236102736
981	0.1235933849
982	0.1235457931
983	0.1235311763
984	0.1234944983
985	0.1234775801
986	0.1234181854
987	0.1233692698
988	0.1233628201
989	0.1233254111
990	0.123311749
991	0.1233061925
992	0.1232618419
993	0.1232470301
994	0.123232811
995	0.123210955
996	0.1232018504
997	0.1231801418
998	0.1231444558
999	0.1231425228
